2010,14.0.7235.5000,July 2019 CU,2019 July 9,SharePoint Foundation 2010,KB4475510
2010,14.0.7234.5000,June 2019 CU,2019 June 11,SharePoint Foundation 2010,N/A
2010,14.0.7233.5000,May 2019 CU,2019 May 14,SharePoint Foundation 2010,KB4464573
2010,14.0.7232.5000,April 2019 CU,2019 April 9,SharePoint Foundation 2010,KB4464528
2010,14.0.7231.5000,March 2019 CU,2019 March 12,SharePoint Foundation 2010,KB4462231
2010,14.0.7229.5000,February 2019 CU,2019 February 12,SharePoint Foundation 2010,KB4461630
2010,14.0.7228.5000,January 2019 CU,2019 January 8,SharePoint Foundation 2010,N/A
2010,14.0.7225.5000,December 2018 CU,2018 December 11,SharePoint Foundation 2010,KB4461580
2010,14.0.7224.5000,November 2018 CU,2018 November 13,SharePoint Foundation 2010,KB4011713
2010,14.0.7214.5000,October 2018 CU,2018 October 9,SharePoint Foundation 2010,N/A
2010,14.0.7213.5000,September 2018 CU,2018 September 11,SharePoint Foundation 2010,N/A
2010,14.0.7212.5000,August 2018 CU,2018 August 14,SharePoint Foundation 2010,N/A
2010,14.0.7210.5000,June 2018 CU,2018 June 12,SharePoint Foundation 2010,N/A
2010,14.0.7209.5000,May 2018 CU,2018 May 8,SharePoint Foundation 2010,N/A
2010,14.0.7197.5000,April 2018 CU,2018 April 10,SharePoint Foundation 2010,N/A
2010,14.0.7196.5000,March 2018 CU,2018 March 13,SharePoint Foundation 2010,N/A
2010,14.0.7192.5000,January 2018 CU,2018 January 9,SharePoint Foundation 2010,KB3141547
2010,14.0.7190.5000,November 2017 CU,2017 November 14,SharePoint Foundation  2010,N/A
2010,14.0.7189.5001,October 2017 CU,2017 October 10,SharePoint Foundation 2010,N/A
2010,14.0.7188.5001,September 2017 CU,2017 September 12,SharePoint Foundation 2010,N/A
2010,14.0.7186.5000,August 2017 CU,2017 August 8,SharePoint Foundation 2010,N/A
2010,14.0.7183.5000,July 2017 CU,2017 July 11,SharePoint Foundation 2010,N/A
2010,14.0.7182.5000,June 2017 CU,2017 June 13,SharePoint Foundation 2010,N/A
2010,14.0.7180.5001,April 2017 CU,2017 April 11,SharePoint Foundation 2010,N/A
2010,14.0.7179.5000,March 2017 CU,2017 March 14,SharePoint Foundation 2010,N/A
2010,14.0.7177.5000,December 2016 CU,2016 December 13,SharePoint Foundation 2010,KB3118391
2010,14.0.7176.5000,November 2016 CU,2016 November 8,SharePoint Foundation 2010,N/A
2010,14.0.7174.5001,October 2016 CU,2016 October 11,SharePoint Foundation 2010,N/A
2010,14.0.7173.5000,September 2016 CU,2016 September 13,SharePoint Foundation 2010,KB3115477
2010,14.0.7171.5002,July 2016 CU,2016 July 12,SharePoint Foundation 2010,KB3114890
2010,14.0.7170.5000,June 2016 CU,2016 June 14,SharePoint Foundation 2010,N/A
2010,14.0.7169.5000,May 2016 CU,2016 May 10,SharePoint Foundation 2010,N/A
2010,14.0.7168.5000,April 2016 CU,2016 April 12,SharePoint Foundation 2010,N/A
2010,14.0.7167.5000,March 2016 CU,2016 March 8,SharePoint Foundation 2010,KB3114886
2010,14.0.7166.5000,February 2016 CU,2016 February 9,SharePoint Foundation 2010,KB3114567
2010,14.0.7165.5000,January 2016 CU,2016 January 12,SharePoint Foundation 2010,N/A
2010,14.0.7164.5000,December 2015 CU,2015 December 8,SharePoint Foundation 2010,KB3114418
2010,14.0.7162.5000,November 2015 CU,2015 November 10,SharePoint Foundation 2010,KB3101547
2010,14.0.7160.5000,October 2015 CU,2015 October 13,SharePoint Foundation 2010,KB3085613
2010,14.0.7157.5001,September 2015 CU,2015 September 8,SharePoint Foundation 2010,KB3085530
2010,14.0.7155.5000,August 2015 CU,2015 August 11,SharePoint Foundation 2010,KB3055049
2010,14.0.7153.5000,July 2015 CU,2015 July 14,SharePoint Foundation 2010,KB3054983
2010,14.0.7153.5001,Project Server 2010,KB3054972,,
2010,14.0.7151.5001,June 2015 CU,2015 June 9,SharePoint Foundation 2010,KB3054847
2010,14.0.7149.5000,May 2015 CU,2015 May 12,SharePoint Foundation 2010,KB3017815
2010,14.0.7147.5000,April 2015 CU,2015 April 14,SharePoint Foundation 2010,KB2965241
2010,14.0.7145.5001,March 2015 CU,2015 March 10,SharePoint Foundation 2010,KB2956208
2010,14.0.7143.5001,February 2015 CU,2015 February 10,SharePoint Foundation 2010,KB2910904
2010,14.0.7140.5000,December 2014 CU,2014 December 9,SharePoint Foundation 2010,KB2899585
2010,14.0.7137.5000,November 2014 CU,2014 November 11,SharePoint Foundation 2010,KB2889933
2010,14.0.7134.5000,October 2014 HOTFIX,2014 October 14,SharePoint Foundation 2010,N/A
2010,14.0.7132.5000,September 2014 CU,2014 September 9,SharePoint Foundation 2010,KB2889932
2010,14.0.7130.5000,August 2014 HOTFIX,2014 August 12,SharePoint Foundation 2010,KB2889825
2010,14.0.7128.5001,July 2014 CU,2014 July 8,SharePoint Foundation 2010,KB2883026
2010,14.0.7125.5002,June 2014 CU,2014 June 10,SharePoint Foundation 2010,KB2880975
2010,14.0.7125.5000,SharePoint Server 2010,KB2880972,,
2010,14.0.7125.5002,Project Server 2010,KB2880974,,
2010,14.0.7123.5000,MS14-022,2014 May 13,SharePoint Foundation 2010,N/A
2010,14.0.7121.5000,April 2014 CU,2014 April 8,SharePoint Foundation 2010,KB2878270
2010,14.0.7121.5004,SharePoint Server 2010,KB2878250,,
2010,14.0.7116.5000,February 2014 CU,2014 February 11,SharePoint Foundation 2010,KB2863938
2010,14.0.7113.5000,December 2013 CU,2013 December 10,SharePoint Foundation 2010,KB2849990
2010,14.0.7113.5002,Project Server 2010,KB2849972,,
2010,14.0.7110.5000,October 2013 CU,2013 October 8,SharePoint Foundation 2010,KB2825824
2010,14.0.7106.5002,August 2013 CU Version 2,2013 August 13,SharePoint Foundation 2010,KB2825990
2010,14.0.7106.5000,August 2013 CU Recalled,2013 August 13,SharePoint Foundation 2010,KB2817594
2010,14.0.7102.5004,June 2013 CU Version 2,2013 July 10,SharePoint Foundation 2010,KB2817552
2010,14.0.7102.5000,June 2013 CU Recalled,2013 June 11,SharePoint Foundation 2010,KB2817392
2010,14.0.7015.1000,Service Pack 2,2013 July 21,SharePoint Foundation 2010,KB2687464
2010,14.0.6029.1000,Service Pack 1,2011 June 24,SharePoint Foundation 2010,KB2460058
2010,14.0.4763.1000,RTM,2010 April 1,SharePoint Foundation 2010,Download
2013,15.0.5153.1000,July 2019 CU,2019 July 9,SharePoint Foundation 2013,KB4475523
2013,15.0.5145.1000,June 2019 CU,2019 June 11,SharePoint Foundation 2013,KB4464598
2013,15.0.5137.1000,May 2019 CU,2019 May 14,SharePoint Foundation 2013,KB4464560
2013,15.0.5127.1000,April 2019 CU,2019 April 9,SharePoint Foundation 2013,KB4464512
2013,15.0.5119.1001,March 2019 CU,2019 March 12,SharePoint Foundation 2013,KB4462217
2013,15.0.5111.1001,February 2019 CU,2019 February 8,SharePoint Foundation 2013,KB4462150
2013,15.0.5101.1001,January 2019 CU,2019 January 8,SharePoint Foundation 2013,KB4461603
2013,15.0.5093.1000,December 2018 CU,2018 December 11,SharePoint Foundation 2013,KB4461552
2013,15.0.5085.1000,November 2018 CU,2018 November 13,SharePoint Foundation 2013,KB4461508
2013,15.0.5075.1000,October 2018 CU,2018 October 9,SharePoint Foundation 2013,KB4461455
2013,15.0.5067.1000,September 2018 CU,2018 September 11,SharePoint Foundation 2013,KB4092474
2013,15.0.5059.1000,August 2018 CU,2018 August 14,SharePoint Foundation 2013,KB4032244
2013,15.0.5049.1001,July 2018 CU,2018 July 10,SharePoint Foundation 2013,KB4022239
2013,15.0.5041.1000,June 2018 CU,2018 June 12,SharePoint Foundation 2013,KB4022184
2013,15.0.5031.1000,May 2018 CU,2018 May 8,SharePoint Foundation 2013,KB4018394
2013,15.0.5023.1000,April 2018 CU,2018 April 10,SharePoint Foundation 2013,KB4018345
2013,15.0.5015.1002,March 2018 CU,2018 March 13,SharePoint Foundation 2013,KB4018299
2013,15.0.5007.1000,February 2018 CU,2018 February 13,SharePoint Foundation 2013,KB4011693
2013,15.0.4997.1000,January 2018 CU,2018 January 9,SharePoint Foundation 2013,KB4011649
2013,15.0.4989.1001,December 2017 CU,2017 December 12,SharePoint Foundation 2013,KB4011588
2013,15.0.4981.1002,November 2017 CU,2017 November 14,SharePoint Foundation 2013,KB4011248
2013,15.0.4971.1001,October 2017 CU,2017 October 10,SharePoint Foundation 2013,KB4011173
2013,15.0.4971.1002,SharePoint Server 2013,KB4011177,,
2013,15.0.4963.1001,September 2017 CU,2017 September 12,SharePoint Foundation 2013,KB4011132
2013,15.0.4953.1000,August 2017 CU,2017 August 8,SharePoint Foundation 2013,KB4011073
2013,15.0.4945.1000,July 2017 CU,2017 July 11,SharePoint Foundation 2013,KB3213563
2013,15.0.4937.1000,June 2017 CU,2017 June 13,SharePoint Foundation 2013,KB3203428
2013,15.0.4927.1001,May 2017 CU,2017 May 9,SharePoint Foundation 2013,KB3191911
2013,15.0.4919.1003,April 2017 CU,2017 April 11,SharePoint Foundation 2013,KB3178727
2013,15.0.4911.1001,March 2017 CU,2017 March 14,SharePoint Foundation 2013,KB3172456
2013,15.0.4893.1001,January 2017 CU,2017 January 13,SharePoint Foundation 2013,KB3141479
2013,15.0.4885.1000,December 2016 CU,2016 December 13,SharePoint Foundation 2013,KB3128001
2013,15.0.4875.1000,November 2016 CU,2016 November 8,SharePoint Foundation 2013,KB3127930
2013,15.0.4875.1002,Project Server 2013,KB3127931,,
2013,15.0.4867.1002,October 2016 CU,2016 October 11,SharePoint Foundation 2013,KB3118361
2013,15.0.4867.1003,Project Server 2013,KB3118365,,
2013,15.0.4859.1000,September 2016 CU,2016 September 13,SharePoint Foundation 2013,KB3118271
2013,15.0.4849.1000,August 2016 CU,2016 August 9,SharePoint Foundation 2013,KB3115447
2013,15.0.4849.1002,Project Server 2013,KB3115448,,
2013,15.0.4841.1000,July 2016 CU,2016 July 12,SharePoint Foundation 2013,KB3115290
2013,15.0.4833.1000,June 2016 CU,2016 June 14,SharePoint Foundation 2013,KB3115171
2013,15.0.4823.1003,May 2016 CU,2016 May 10,SharePoint Foundation 2013,KB3115023
2013,15.0.4815.1000,April 2016 CU,2016 April 12,SharePoint Foundation 2013,KB3114935
2013,15.0.4805.1000,March 2016 CU,2016 March 8,SharePoint Foundation 2013,KB3114822
2013,15.0.4805.1002,Project Server 2013,KB3114823,,
2013,15.0.4797.1001,February 2016 CU,2016 February 9,SharePoint Foundation 2013,KB3114722
2013,15.0.4787.1000,January 2016 CU,2016 January 12,SharePoint Foundation 2013,KB3114492
2013,15.0.4779.1000,December 2015 CU,2015 December 8,SharePoint Foundation 2013,KB3114339
2013,15.0.4771.1000,November 2015 CU,2015 November 10,SharePoint Foundation 2013,KB3101368
2013,15.0.4763.1000,October 2015 CU,2015 October 13,SharePoint Foundation 2013,KB3085488
2013,15.0.4753.1000,September,2015,SharePoint Foundation 2013,KB3085501
2013,15.0.4745.1000,August 2015 CU,2015 August 11,SharePoint Foundation 2013,KB3055004
2013,15.0.4737.1000,July 2015 CU,2015 July 14,SharePoint Foundation 2013,KB3054931
2013,15.0.4737.1001,Project Server 2013,KB3054933,,
2013,15.0.4727.1001,June 2015 CU,2015 June 9,SharePoint Foundation 2013,KB3054864
2013,15.0.4719.1002,May 2015 CU,2015 May 12,SharePoint Foundation 2013,KB3039747
2013,15.0.4711.1000,April 2015 CU,2015 April 14,SharePoint Foundation 2013,KB2965261
2013,15.0.4701.1001,March 2015 CU,2015 March 10,SharePoint Foundation 2013,KB2956159
2013,15.0.4693.1001,February 2015 CU,2015 February 10,SharePoint Foundation 2013,KB2920801
2013,15.0.4675.1000,December 2014 CU,2014 December 9,SharePoint Foundation 2013,KB2910945
2013,15.0.4667.1000,November 2014 CU,2014 November 12,SharePoint Foundation 2013,KB2899468
2013,15.0.4659.1001,October 2014 Hotfix,2014 October 14,SharePoint Foundation 2013,KB2889946
2013,15.0.4649.1001,September 2014 CU,2014 September 9,SharePoint Foundation 2013,KB2883087
2013,15.0.4641.1001,August 2014 Hotfix,2014 August 12,SharePoint Foundation 2013,KB2883081
2013,15.0.4631.1001,July 2014 CU,2014 July 8,SharePoint Foundation 2013,KB2882999
2013,15.0.4617.1001,June 2014 CU,2014 June 10,SharePoint Foundation 2013,KB2881063
2013,15.0.4615.1001,MS14-022,2014 May 13,SharePoint Foundation 2013,KB2952166
2013,15.0.4605.1004,April 2014 CU,2014 May 7,SharePoint Foundation 2013,KB2863892
2013,15.0.4571.1502,Service Pack 1,2014 April 22,SharePoint Foundation 2013,KB2880551
2013,15.0.4569.1000,Service Pack 1,2014 February 25,SharePoint Foundation 2013,KB2817439
2013,15.0.4551.1508,December 2013 CU,2013 December 10,SharePoint Foundation 2013,KB2849961
2013,15.0.4551.1511,SharePoint Server 2013,KB2850024,,
2013,15.0.4551.1508,Project Server 2013,KB2837668,,
2013,15.0.4551.1001,October 2013 CU,2013 October 8,SharePoint Foundation 2013,KB2825674
2013,15.0.4551.1005,2013 October 26,SharePoint Server 2013,KB2825647,
2013,15.0.4551.1001,2013 October 8,Project Server 2013,KB2825659,
2013,15.0.4535.1000,August 2013 CU,2013 August 13,SharePoint Foundation 2013,KB2817517
2013,15.0.4517.1003,June 2013 CU,2013 June 26,SharePoint Foundation 2013,KB2817346
2013,15.0.4517.1005,SharePoint Server 2013,KB2817414,,
2013,15.0.4505.1002,April 2013 CU,2013 April 9,SharePoint Foundation 2013,KB2751999
2013,15.0.4505.1005,2013 April 26,SharePoint Server 2013,KB2726992,
2013,15.0.4481.1005,March 2013 Public Update,2013 March 12,SharePoint Foundation 2013,KB2768000
2013,15.0.4433.1506,N/A,N/A,SharePoint Foundation 2013,N/A
2013,15.0.4420.1017,RTM,2012 October 24,SharePoint Foundation 2013,Download
2013,15.0.4481.1005,Beta,2012 July 18,SharePoint Foundation 2013,
2016,16.0.4939.1000,December 2019 CU,SharePoint Server 2016,KB4484178,Download,
2016,16.0.4927.1000,Nov-19,SharePoint Server 2016,KB4484143,Download,CVE-2019-1443
2016,16.0.4912.1000,October 2019 Security Patch,SharePoint Server 2016,KB4484111,Download,CVE-2019-1070
2016,16.0.4900.1000,Sep-19,SharePoint Server 2016,KB4475590,Download,Vulnerability fixes
2016,16.0.4888.1000,August 2019 Security Patch,SharePoint Server 2016,KB4475549,Download,
2016,16.0.4873.1000,July 2019 Security Patch,SharePoint Server 2016,KB4475520,Download,CVE-2019-1006
2016,16.0.4861.1000,June 2019 Security Patch,SharePoint Server 2016,KB4464549,Download,CVE-2019-1031
2016,16.0.4849.1000,May 2019 Security Patch,SharePoint Server 2016,KB4464549,Download,CVE-2019-0949
2016,16.0.4834.1000,April 2019 Security Patch,SharePoint Server 2016,KB4464510,Download,CVE-2019-0830
2016,16.0.xxxx.xxxx,March 2019 Security Patch,SharePoint Server 2016,KB4462211,Download,CVE-2019-0778
2016,16.0.4810.1000,Feb-19,SharePoint Server 2016,KB4462155,Download,CVE-2019-0594
2016,16.0.4795.1001,Jan-19,SharePoint Server 2016,KB4461598,Download,
2016,16.0.4783.1000,Dec-18,SharePoint Server 2016,KB4461541,Download,
2016,16.0.4771.1002,Nov-18,SharePoint Server 2016,KB4461501,Download,
2016,16.0.4756.1002,,SharePoint Server 2016,KB 4461447,Download,
2016,16.0.4744.1000,September 2018 CU,SharePoint Server 2016,KB4092459,Download,
2016,16.0.4732.1000,August 2018 CU,SharePoint Server 2016,KB4032256,Download,
2016,16.0.4717.1000,July 2018 CU,SharePoint Server 2016,KB4022228,Download,
2016,16.0.4705.1000,June 2018 CU,SharePoint Server 2016,KB4022173,Download,
2016,16.0.4690.1000,May 2018 CU,SharePoint Server 2016,KB4018381,Download,
2016,16.0.4678.1000,April 2018 CU,SharePoint Server 2016,KB4018336,Download,
2016,16.0.4666.1000,March 2018 CU,SharePoint Server 2016,KB4018293,Download,
2016,16.0.4654.1000,February 2018 CU,SharePoint Server 2016,N/A,,
2016,16.0.4639.1002,January 2018 CU,SharePoint Server 2016,KB4011642,Download,
2016,16.0.4627.1000,December 2017 CU,SharePoint Server 2016,KB4011576,Download,
2016,16.0.4615.1000,November 2017 CU,SharePoint Server 2016,KB4011244,Download,
2016,16.0.4600.1000,October 2017 CU,SharePoint Server 2016,KB4011217,Download,
2016,16.0.4588.1000,September 2017 CU,SharePoint Server 2016,KB4011127,Download, Feature Pack 2
2016,16.0.4573.1000,August 2017 CU,SharePoint Server 2016,KB4011049,Download,
2016,16.0.4561.1000,July 2017 CU,SharePoint Server 2016,KB3213544,Download,
2016,16.0.4549.1000,June 2017 CU,SharePoint Server 2016,KB3203432,Download,
2016,16.0.4534.1000,May 2017 CU,SharePoint Server 2016,KB3191880,Download,
2016,16.0.4522.1000,April 2017 CU,SharePoint Server 2016,KB3178718,Download,
2016,16.0.4510.1001,March 2017 CU,SharePoint Server 2016,KB3178672,Download,
2016,16.0.4498.1002,February 2017 CU,SharePoint Server 2016,KB3141515,Download,
2016,16.0.4483.1001,January 2017 CU,SharePoint Server 2016,KB3141486,Download,
2016,16.0.4471.1000,December 2016 CU,SharePoint Server 2016,KB3128014,Download,
2016,16.0.4456.1000,November 2016 CU,SharePoint Server 2016,KB3127940,Download,Feature Pack 1
2016,16.0.4444.1000,October 2016 CU,SharePoint Server 2016,KB3118372,Download,
2016,16.0.4432.1003,September 2016 CU,SharePoint Server 2016,KB3118289,Download,
2016,16.0.4417.1000,August 2016 CU,SharePoint Server 2016,KB3115437,Download,
2016,16.0.4405.1000,July 2016 CU,SharePoint Server 2016,KB3115299,Download,
2016,16.0.4393.1000,June 2016 CU,SharePoint Server 2016,KB3115181,Download,
2016,16.0.4378.1000,May 2016 CU,SharePoint Server 2016,KB3115088,Download,
2016,16.0.4366.1000,April 2016 CU,SharePoint Server 2016,KB2920721,Download,
2016,16.0.4351.1000,RTM,SharePoint Server 2016,RTM,Download,
2016,16.0.4336.1000,RC,SharePoint Server 2016 RC,,Download,
2016,16.0.4327.1000,RC,SharePoint Server 2016 RC,,Download,
2016,16.0.4306.1002,Beta 2,SharePoint Server 2016,,Download,
2016,16.0.4107.1002,IT Preview,SharePoint Server 2016 IT Preview,,Download,
2019,16.0.10353.20001,December 2019 CU,SharePoint Server 2019,KB4484177,Download,
2019,16.0.10352.20000,November 2019 (Security update),SharePoint Server 2019,KB4484142,Download,CVE-2019-1442
2019,16.0.10351.20000,Oct-19,SharePoint Server 2019,KB4484110,Download,CVE-2019-1330
2019,16.0.10350.20000,Sep-19,SharePoint Server 2019,KB4475596,Download,Vulnerability fixes
2019,16.0.10349.20000,August 2019 Security Patch,SharePoint Server 2019,KB4475555,Download,CVE-2019-1201
2019,16.0.10348.12104,July 2019 Security Patch,SharePoint Server 2019,KB4475529,Download,CVE-2019-1006
2019,16.0.10346.20001,June 2019 Security Patch,SharePoint Server 2019,KB4475512,Download,CVE-2019-1031
2019,16.0.10345.12101,May 2019 Security Patch,SharePoint Server 2019,KB4464556,Download,CVE-2019-0957
2019,16.0.10343.20000,April 2019 Security Patch,SharePoint Server 2019,KB4464518,Download,CVE-2019-0830
2019,16.0.10343.20000,April 2019 Update,SharePoint Server 2019 MUI/language patch,KB4462221,Download,
2019,16.0.10342.12113,March 2019 Security Patch,SharePoint Server 2019,KB4462199,Download,CVE-2019-0604
2019,16.0.10341.20000,February 2019 Security Patch,SharePoint Server 2019 (Language Independent),KB4462171,Download,CVE-2019-0594
2019,16.0.10341.20000,February 2019 Update,SharePoint Server 2019 MUI/language patch,KB4462170,Download,
2019,16.0.10340.12101,January 2019 Security Update,SharePoint Server 2019,KB4461634,Download,CVE-2019-0585
2019,16.0.10340.12100,January 2019 Update,SharePoint Server 2019 MUI/language patch,KB4461514,Download,(Note:you must install KB4461634
2019,16.0.10339.12102,December 2018 security patch,SharePoint Server 2019,KB4461548,Download,CVE-2018-8628
2019,16.0.10338.12107,November 2018 security patch,SharePoint Server 2019,KB4461513,Download,CVE-2018-8568
2019,16.0.10711.37301,RTM Release on 2018 July 24,SharePoint Server 2019,RTM,Download